所属模块,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
/学员管理/学员请假(#197),修改请假，选择非法时间，输入必填项,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 选择合法时间（结束时间<=开始时间）
3. 请假类型选择‘事假’
4. 姓名框输入该讲师所带班级的学生姓名‘王森’
5. 点击保存","1. 
2. 
3. 
4. 
5. 保存失败，提示‘请选择正确时间’",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，任课教师是否默认显示该登录讲师的姓名,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 查看任课老师的默认值","1. 
2. 默认为邓乃文",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，选择时间后默认生成请假天数,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 选择合法时间（结束时间<=开始时间）
3. 查看是否默认生成请假天数（结束时间-开始时间+1）","1. 
2. 
3. 默认自动生成",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，请假天数输入字母,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘abc'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 保存失败，提示请假天数只支持正数",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，请假天数输入负数,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘-1'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 保存失败，提示请假天数只支持正数",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，请假天数输入小数,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘0.5'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 保存成功，列表成功显示，数据库新增成功",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，请假天数输入正整数,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘5'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 保存成功，列表成功显示，数据库新增成功",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，请假原因框输入101个字符,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘5'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 在请假原因框输入‘回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试m’
7. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 
7. 保存失败，提示请假原因框最多只能输100长度字符数",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，请假原因框输入100个字符,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘5'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 在请假原因框输入‘回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试’
7. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 
7. 保存成功，列表成功显示，数据库新增成功",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，处理意见框输入201个字符,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘5'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 在处理意见框输入‘回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试m’
7. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 
7. 保存失败，提示处理意见框最多只能输200长度字符数",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，处理意见框输入200个字符,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘5'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 在处理意见框输入‘回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试’
7. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 
7. 保存成功，列表成功显示，数据库新增成功",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),点击假条按钮,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击假条按钮
2. 选择文件
3. 点击上传","1. 弹出‘假条查看和上传’弹出框
2. 跳转到选择电脑上的文件
3. 上传成功，可以查看",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),点击销假按钮,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击销假按钮
2. 点击确定
3. 点击确定","1. 弹出‘确定对该条记录销假吗’弹出框
2. 弹出‘销假成功’弹出框
3. 销假成功，列表无该条信息，数据库删除该条记录",3,功能测试,"
功能测试阶段"
/学员管理/晨考记录(#198),点击晨考记录检查页面显示信息,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击晨考记录",1. 查看页面显示信息,1. 默认为登录讲师所带班级的晨考记录名单,3,功能测试,"
功能测试阶段"
/学员管理/晨考记录(#198),点击晨考记录检查页面显示信息,"1. 正常打开页面
2. 管理员角色（WNCD000）成功登录系统
3. 点击学员管理、点击晨考记录",1. 查看页面显示信息,1. 默认显示公共班的晨考记录,3,功能测试,"
功能测试阶段"
/学员管理/晨考记录(#198),查看班级下拉框信息,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击晨考记录",1. 点击班级下拉框,1. 显示当前全部班级名称信息,3,功能测试,"
功能测试阶段"
/学员管理/晨考记录(#198),查看方向下拉框信息,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击晨考记录",1. 点击方向下拉框,1. 显示‘公共、开发、测试’三条信息，默认显示‘全部’,3,功能测试,"
功能测试阶段"
/学员管理/晨考记录(#198),姓名输入框是否支持联想输入,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击晨考记录",1. 在姓名输入框输入‘李’,1. 输入框下方自动显示登陆讲师所带班级名字中包含‘李’的名字,3,功能测试,"
功能测试阶段"
/学员管理/晨考记录(#198),姓名输入框是否支持模糊查询,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击晨考记录","1. 在姓名输入框输入‘冷’
2. 点击查询按钮",1. 列表下方自动显示登陆讲师所带班级名字中包含‘李’的晨考记录,3,功能测试,"
功能测试阶段"
/学员管理/晨考记录(#198),考勤时间框是否支持手动输入,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击晨考记录",1. 在两个考勤时间框输入‘2020-03-14’,1. 输入成功,3,功能测试,"
功能测试阶段"
/学员管理/晨考记录(#198),考勤时间框选择合法信息,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击晨考记录","1. 在两个考勤时间框选择‘2020-03-14’
2. 点击查询按钮",1. 查询出登录讲师所带班级在该时间段的晨考记录,3,功能测试,"
功能测试阶段"
/学员管理/晨考记录(#198),姓名输入框输入合法信息,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击晨考记录","1. 姓名输入框输入‘王森’
2. 点击查询按钮","1. 
2. 列表下方显示王森的考勤记录",3,功能测试,"
功能测试阶段"
/学员管理/晨考记录(#198),点击班级下拉框中的信息,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击晨考记录",1. 点击班级下拉框任选一条信息,1. 列表下方显示该班级所有学生的晨考记录,3,功能测试,"
功能测试阶段"
/学员管理/晨考记录(#198),点击方向下拉框中的信息,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击晨考记录",1. 点击方向下拉框任选一条信息,1. 列表下方显示该方向的所有学生晨考记录,3,功能测试,"
功能测试阶段"
/学员管理/晨考记录(#198),组合查询,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击晨考记录","1. 班级下拉框选择一个班级‘WNCDC034’
2. 方向下拉框选择一个方向‘公共’
3. 姓名框输入和已选的班级和方向对应的姓名‘王森’
4. 选择考勤时间‘2020-03-14-020-03-14’
","1. 
2. 
3. 
4. 列表下方显示在WNCDC034班级选择公共方向、王森同学在2020-03-14-020-03-14时间的晨考记录",3,功能测试,"
功能测试阶段"
/学员管理/阶段测评(#199),查看页面显示,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击阶段测评",1. 查看列表显示信息,1. 默认为登录讲师所带班级的学员名单,3,功能测试,"
功能测试阶段"
/学员管理/阶段测评(#199),点击测评，选择阶段为实战项目阶段,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击阶段测评","1. 在列表下方任选一条信息点击测评按钮
2. 点击阶段下拉框
3. 选择‘项目实战阶段’
4. 点击是
5. 点击保存按钮","1. 弹出‘阶段考核记录查看与录入’弹出框
2. 下拉框显示‘公共基础阶段、专业第一阶段、专业第二阶段、专业第三阶段、项目实战阶段’，默认显示‘全部’
3. 下方显示出‘是否转就业’选项
4. 成功选择
5. 保存失败，提示‘请输入成绩’",3,功能测试,"
功能测试阶段"
/学员管理/阶段测评(#199),点击测评，选分数框输入负数,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击阶段测评","1. 在列表下方任选一条信息点击测评按钮
2. 点击阶段下拉框
3. 选择‘专业第一阶段’
4. 分数框输入’-1‘
5. 点击保存按钮","1. 
2. 
3. 
4. 
5. 保存失败，提示分数只能为0-100数字",3,功能测试,"
功能测试阶段"
